position,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,eigencentrality,playerID,PlayerName2,WeightedDegree,Modularity
CB,1.444697,6,0.306102,0.31895,0.000007,0.003435,0.003435,0.000223,0.031856,53629,Brandin Echols,1.444697,5
G,2.022059,5,0.317657,0.335509,0.000692,0.006796,0.006795,0.00042,0.067311,54532,Joshua Ezeudu,2.022059,7
T,2.022059,5,0.309423,0.325455,0.000046,0.005298,0.005297,0.000301,0.051641,53868,Alaric Jackson,2.022059,6
DT,9.924368,5,0.341085,0.364058,0.000316,0.014799,0.014801,0.000431,0.143932,41336,Justin Ellis,9.924368,1
SS,3.239809,5,0.332183,0.352457,0.000121,0.010889,0.010891,0.00031,0.103921,46680,Sean Chandler,3.239809,5
TE,4.102527,5,0.337202,0.358203,0.000201,0.014099,0.014098,0.00046,0.130872,54577,Daniel Bellinger,4.102527,5
DT,2.761463,5,0.282724,0.294286,0.00004,0.00126,0.00126,0.000264,0.012915,53587,Daviyon Nixon,2.761463,5
G,4.411765,5,0.325375,0.344123,0.000317,0.010243,0.010241,0.000515,0.099055,43345,Cody Whitehair,4.411765,1
DT,1.488792,5,0.308741,0.329015,0.000071,0.005937,0.005938,0.000277,0.05908,52422,Javon Kinlaw,1.488792,7
DE,12.786569,5,0.360318,0.390736,0.001521,0.025393,0.025397,0.000848,0.254091,46148,Rasheem Green,12.786569,7
DE,5.4517,5,0.330614,0.352035,0.000208,0.009776,0.009777,0.000377,0.096799,52498,Jonathan Greenard,5.4517,7
DT,4.125503,5,0.339431,0.361926,0.000168,0.010542,0.010544,0.000362,0.104419,54615,Thomas Booker,4.125503,7
DE,2.84539,5,0.322243,0.340433,0.000066,0.007606,0.007607,0.000295,0.073048,53479,Azeez Ojulari,2.84539,1
QB,58.595762,5,0.401251,0.452024,0.025942,0.101623,0.101608,0.003579,0.962994,53440,Justin Fields,58.595762,6
TE,1.938965,5,0.337867,0.354968,0.000084,0.009523,0.009522,0.000344,0.09012,40149,Ryan Griffin,1.938965,6
T,4.963235,5,0.339956,0.361526,0.000753,0.013257,0.013254,0.000636,0.133517,41369,Cameron Fleming,4.963235,7
RB,37.899241,5,0.332685,0.364524,0.002114,0.026253,0.026249,0.001108,0.265988,53464,Javonte Williams,37.899241,7
QB,32.764493,5,0.365275,0.413236,0.013669,0.064549,0.06454,0.00284,0.654602,38605,Russell Wilson,32.764493,7
G,4.411765,5,0.334347,0.356905,0.000964,0.012502,0.012499,0.000678,0.126104,47824,Dalton Risner,4.411765,5
RB,81.998705,5,0.379965,0.420206,0.007414,0.067739,0.067729,0.002106,0.635051,47856,David Montgomery,81.998705,6
ILB,7.96259,5,0.327451,0.347175,0.000044,0.010394,0.010395,0.000305,0.101541,48268,Azeez Al-Shaair,7.96259,1
CB,9.649056,5,0.371532,0.398387,0.000993,0.030492,0.030496,0.000712,0.28248,53458,Eric Stokes,9.649056,5
ILB,17.511747,5,0.356729,0.387608,0.001374,0.029756,0.029759,0.000853,0.297492,43497,Kamu Grugier-Hill,17.511747,7
DE,7.558685,5,0.34352,0.37118,0.000984,0.017404,0.017408,0.000646,0.176375,46229,Ogbonnia Okoronkwo,7.558685,7
SS,33.374161,5,0.362865,0.396472,0.002187,0.036495,0.036499,0.001073,0.363804,46669,Jonathan Owens,33.374161,7
DE,8.575808,5,0.346379,0.369686,0.000643,0.016718,0.016721,0.000509,0.157441,43361,Jonathan Bullard,8.575808,6
NT,5.539347,5,0.338462,0.358431,0.000173,0.010562,0.010564,0.00037,0.099054,52538,James Lynch,5.539347,6
DE,26.997383,5,0.376252,0.411591,0.00417,0.044198,0.044205,0.00139,0.425461,47809,Montez Sweat,26.997383,7
DE,17.098515,5,0.367542,0.398712,0.002033,0.031646,0.03165,0.001011,0.305084,52637,James Smith-Williams,17.098515,7
DE,10.186136,5,0.35192,0.379437,0.000801,0.022142,0.022144,0.000709,0.214638,52641,Casey Toohill,10.186136,7
OLB,24.37219,5,0.376436,0.409859,0.00234,0.046298,0.046305,0.00109,0.441976,53448,Jamin Davis,24.37219,7
ILB,48.499625,5,0.370638,0.40526,0.004589,0.045173,0.045178,0.00136,0.431258,47956,Cole Holcomb,48.499625,7
CB,7.824479,5,0.34763,0.372154,0.00042,0.019056,0.019059,0.000549,0.181214,53642,Rachad Wildgoose,7.824479,7
SS,23.528113,5,0.366231,0.396656,0.001102,0.036146,0.03615,0.00085,0.343449,52624,Kamren Curl,23.528113,7
DT,25.633016,5,0.373786,0.407857,0.003885,0.040298,0.040304,0.001245,0.388558,44829,Jonathan Allen,25.633016,7
DE,13.927907,5,0.366492,0.396006,0.001433,0.028442,0.028446,0.000831,0.272501,42331,Efe Obada,13.927907,7
SS,16.292752,5,0.36278,0.393745,0.001633,0.037248,0.037253,0.000996,0.348337,44837,Jabrill Peppers,16.292752,4
DT,17.902917,5,0.348337,0.375314,0.000859,0.02271,0.022713,0.000732,0.214668,37308,Lawrence Guy,17.902917,4
DT,13.044294,5,0.355412,0.377749,0.000667,0.015709,0.015711,0.000482,0.155241,39997,Johnathan Hankins,13.044294,7
ILB,5.714286,6,0.313773,0.32921,0.000002,0.006493,0.006493,0.000241,0.060251,54641,Damone Clark,5.714286,6
SS,2.132669,5,0.322311,0.338247,0.000026,0.006164,0.006164,0.000246,0.056439,46501,Elijah Campbell,2.132669,5
NT,14.772308,5,0.360234,0.387219,0.000617,0.027355,0.027358,0.000639,0.251296,52464,Raekwon Davis,14.772308,5
T,3.308824,5,0.34992,0.367446,0.000295,0.011678,0.011675,0.000413,0.112256,54633,Braxton Jones,3.308824,0
RB,61.917205,5,0.370995,0.410866,0.008658,0.053236,0.053227,0.001989,0.52774,42358,Melvin Gordon,61.917205,1
T,3.308824,5,0.307079,0.325032,0.000143,0.006758,0.006757,0.000377,0.068521,44832,Garett Bolles,3.308824,1
T,0.183824,6,0.266528,0.278041,0,0.000751,0.000751,0.000122,0.007708,52618,Prince Tega Wanogho,0.183824,1
RB,67.282009,5,0.384232,0.420801,0.006192,0.058177,0.058168,0.001859,0.553654,53646,Khalil Herbert,67.282009,1
WR,2.868991,5,0.340331,0.358193,0.000132,0.011522,0.011521,0.000392,0.107735,46113,Dante Pettis,2.868991,6
WR,0.177904,6,0.286405,0.301883,0,0.002536,0.002536,0.00012,0.023627,46522,Byron Pringle,0.177904,6
WR,9.45894,5,0.35706,0.380974,0.000684,0.026084,0.026081,0.000791,0.245819,52581,Darnell Mooney,9.45894,6
WR,4.988769,5,0.351277,0.371396,0.000276,0.017028,0.017026,0.000523,0.160125,46276,Equanimeous St. Brown,4.988769,6
OLB,31.217069,5,0.367016,0.402154,0.00295,0.039264,0.039269,0.001206,0.394046,41300,Christian Kirksey,31.217069,7
CB,15.145801,5,0.363551,0.39631,0.00257,0.033692,0.033697,0.001025,0.336499,42441,Steven Nelson,15.145801,7
DT,8.602704,5,0.347238,0.374729,0.001392,0.018245,0.018248,0.000728,0.185337,53624,Roy Lopez,8.602704,7
DE,15.425279,5,0.358807,0.391656,0.002744,0.025294,0.025298,0.001092,0.25662,35470,Jerry Hughes,15.425279,7
CB,13.448956,5,0.354757,0.386255,0.002315,0.028703,0.028707,0.000917,0.286427,44964,Desmond King,13.448956,7
TE,7.344898,5,0.355084,0.378323,0.00039,0.023991,0.023988,0.000656,0.225088,52451,Cole Kmet,7.344898,5
DT,8.424477,5,0.34992,0.377435,0.000801,0.019349,0.019352,0.000624,0.196371,43356,Maliek Collins,8.424477,7
FS,27.909734,5,0.365362,0.399665,0.002694,0.037962,0.037967,0.00113,0.378721,54502,Jalen Pitre,27.909734,7
CB,1.438562,5,0.302852,0.323139,0.000048,0.005668,0.005669,0.000257,0.055935,53500,Aaron Robinson,1.438562,7
OLB,11.372855,5,0.357641,0.388658,0.001598,0.026899,0.026903,0.000873,0.261182,54470,Kayvon Thibodeaux,11.372855,1
MLB,15.393345,5,0.351518,0.380216,0.000973,0.023932,0.023934,0.000744,0.233154,43323,Jaylon Smith,15.393345,1
TE,0.629013,6,0.316027,0.330866,0.000002,0.004396,0.004396,0.000194,0.041756,47904,Trevon Wesco,0.629013,7
RB,14.052987,5,0.347865,0.370097,0.000468,0.018776,0.018774,0.00065,0.181794,54668,Trestan Ebner,14.052987,7
ILB,0.449511,6,0.30202,0.320108,0.000025,0.0045,0.004501,0.0002,0.04197,54531,Brian Asamoah,0.449511,5
WR,2.017966,6,0.327103,0.343474,0.000018,0.007405,0.007405,0.000267,0.069441,54536,Velus Jones,2.017966,6
OLB,5.245353,5,0.350877,0.373939,0.000481,0.01393,0.013932,0.000534,0.13278,53519,Patrick Jones,5.245353,6
DT,1.349933,5,0.33033,0.350054,0.000399,0.006538,0.00654,0.000369,0.063107,52448,Ross Blacklock,1.349933,6
WR,1.485841,5,0.322581,0.338669,0.000005,0.006462,0.006462,0.000213,0.060525,53586,Ihmir Smith-Marsette,1.485841,6
CB,15.707196,5,0.373062,0.406396,0.002472,0.043297,0.043303,0.001106,0.413901,43373,Kendall Fuller,15.707196,7
DT,37.779832,5,0.377358,0.412781,0.004678,0.046295,0.046301,0.001365,0.446571,46082,Daron Payne,37.779832,7
FS,18.156575,5,0.372611,0.404502,0.001616,0.041261,0.041267,0.000972,0.393847,53592,Darrick Forrest,18.156575,7
SS,23.504,5,0.374059,0.407641,0.002555,0.045593,0.045598,0.001126,0.435372,42488,Bobby McCain,23.504,7
CB,13.648142,5,0.369926,0.400768,0.001339,0.034222,0.034228,0.000881,0.328688,53503,Benjamin St-Juste,13.648142,7
DT,4.234999,5,0.340633,0.360422,0.000054,0.010593,0.010595,0.000284,0.100485,54643,John Ridgeway,4.234999,7
WR,1.287265,6,0.321101,0.336364,0.000034,0.005395,0.005395,0.000278,0.050425,47815,N'Keal Harry,1.287265,6
CB,10.200399,5,0.363208,0.391364,0.000707,0.034543,0.034548,0.000711,0.320769,43700,Jonathan Jones,10.200399,4
CB,3.535438,5,0.320767,0.339957,0.000236,0.007274,0.007275,0.000392,0.07,54632,Daron Bland,3.535438,6
FS,4.836986,5,0.346457,0.367879,0.00016,0.013495,0.013497,0.000388,0.126582,53656,Israel Mukuamu,4.836986,6
CB,0.968872,6,0.292165,0.307706,0,0.002852,0.002852,0.000193,0.027054,53473,Kelvin Joseph,0.968872,6
OLB,20.563341,4,0.385675,0.414448,0.005081,0.02886,0.028863,0.001226,0.290392,46074,Bradley Chubb,20.563341,0
CB,2.635336,5,0.33204,0.354924,0.000121,0.012889,0.012891,0.000328,0.119351,52438,Noah Igbinoghene,2.635336,3
C,6.927428,5,0.342527,0.364416,0.000479,0.016367,0.016364,0.000638,0.158616,44068,Lucas Patrick,6.927428,7
T,1.470588,5,0.312057,0.327294,0.000052,0.004675,0.004674,0.000286,0.045109,53580,Larry Borom,1.470588,4
TE,0.706555,5,0.315251,0.32961,0.000012,0.004063,0.004062,0.000217,0.039855,42428,Tyler Kroft,0.706555,4
QB,9.447601,5,0.330401,0.351656,0.000547,0.015251,0.01525,0.000686,0.14869,53432,Trey Lance,9.447601,4
DE,4.803365,5,0.333117,0.350931,0.000286,0.008112,0.008112,0.00044,0.078746,54639,Dominique Robinson,4.803365,4
FS,32.290277,5,0.38404,0.419437,0.005866,0.052183,0.05219,0.001604,0.4976,44925,Eddie Jackson,32.290277,4
OLB,12.271481,5,0.364325,0.389567,0.001087,0.020872,0.020874,0.000728,0.201093,52563,Trevis Gipson,12.271481,4
RB,99.448731,5,0.365362,0.407608,0.007791,0.057134,0.057124,0.002143,0.570271,54572,Dameon Pierce,99.448731,7
DE,13.299464,5,0.371711,0.397738,0.001452,0.02466,0.024663,0.000705,0.236418,45009,Al-Quadin Muhammad,13.299464,7
WR,4.430816,5,0.336245,0.357749,0.000123,0.013797,0.013795,0.000422,0.135273,43396,Chris Moore,4.430816,7
QB,30.402098,5,0.375335,0.425346,0.017999,0.072526,0.072515,0.003193,0.73032,53496,Davis Mills,30.402098,7
ILB,10.137026,5,0.351678,0.373788,0.000158,0.016665,0.016667,0.000395,0.159416,41599,Joe Thomas,10.137026,4
CB,16.834311,5,0.375427,0.404989,0.001834,0.038128,0.038132,0.00103,0.362417,54504,Kyler Gordon,16.834311,4
WR,5.386325,5,0.338313,0.360823,0.00022,0.014433,0.014432,0.000522,0.1449,53518,Nico Collins,5.386325,7
DT,10.01052,5,0.346769,0.36855,0.001671,0.014121,0.014123,0.000583,0.135692,42443,Angelo Blackson,10.01052,5
NT,12.388792,5,0.35492,0.378009,0.00041,0.019323,0.019325,0.00053,0.181794,47973,Armon Watts,12.388792,4
RB,21.536579,5,0.351117,0.379686,0.000904,0.028834,0.02883,0.000918,0.287473,40138,Rex Burkhead,21.536579,7
CB,10.739332,5,0.359813,0.384913,0.000937,0.024038,0.024041,0.00075,0.230703,52571,Kindle Vildor,10.739332,4
QB,2.061248,5,0.294624,0.308723,0.000001,0.004885,0.004884,0.000213,0.046169,37255,Tyrod Taylor,2.061248,4
WR,4.551313,5,0.340106,0.361948,0.000387,0.016832,0.01683,0.000499,0.158543,47954,Darius Slayton,4.551313,5
NT,6.349216,5,0.354267,0.376677,0.00057,0.014542,0.014545,0.000437,0.138174,41595,Mike Pennel,6.349216,4
CB,4.411151,5,0.350159,0.373106,0.000255,0.018228,0.018231,0.000443,0.173325,54778,Jaylon Jones,4.411151,4
OLB,32.553545,5,0.378751,0.409697,0.002385,0.042739,0.042745,0.001107,0.405431,45345,Nicholas Morrow,32.553545,4
QB,30.195997,5,0.368509,0.41119,0.009625,0.059384,0.059375,0.002362,0.577914,43291,Carson Wentz,30.195997,6
RB,40.267166,5,0.342603,0.374058,0.001783,0.033879,0.033873,0.001118,0.321913,54563,Brian Robinson,40.267166,4
WR,12.772267,5,0.356895,0.384491,0.002512,0.028174,0.02817,0.001017,0.271061,47859,Terry McLaurin,12.772267,7
RB,55.278878,5,0.373877,0.414167,0.005975,0.063155,0.063145,0.001908,0.602268,52474,Antonio Gibson,55.278878,6
SS,18.860847,5,0.377081,0.407424,0.002383,0.038959,0.038964,0.001092,0.369644,54513,Jaquan Brisker,18.860847,4
QB,24.840348,5,0.366405,0.40974,0.00968,0.070728,0.070719,0.002285,0.65415,53444,Mac Jones,24.840348,5
RB,44.622646,5,0.357641,0.394751,0.003121,0.057356,0.057347,0.001639,0.521938,47870,Damien Harris,44.622646,5
WR,5.25005,5,0.340031,0.362359,0.000219,0.019245,0.019243,0.000561,0.175142,42363,Nelson Agholor,5.25005,5
DT,14.668596,5,0.370727,0.400574,0.002813,0.031329,0.031332,0.001042,0.300246,46153,Justin Jones,14.668596,4
QB,10.099365,5,0.338685,0.367522,0.001657,0.028661,0.028658,0.001072,0.275763,43424,Dak Prescott,10.099365,4
TE,6.263958,5,0.342527,0.366039,0.000522,0.020795,0.020793,0.000644,0.198173,46206,Dalton Schultz,6.263958,4
WR,1.304348,5,0.304288,0.317468,0.000006,0.00321,0.00321,0.000165,0.030136,53117,Kavontae Turpin,1.304348,3
RB,3.584347,5,0.296154,0.311623,0.000012,0.004749,0.004749,0.000275,0.045903,55151,Malik Davis,3.584347,4
RB,8.149565,4,0.343904,0.362229,0.000403,0.012389,0.012388,0.000433,0.119943,43525,Dwayne Washington,8.149565,3
CB,11.513304,5,0.358473,0.386742,0.000995,0.023205,0.023209,0.00075,0.235056,53438,Patrick Surtain,11.513304,0
SS,33.622853,5,0.374241,0.406115,0.004514,0.036157,0.036161,0.001258,0.363482,35459,Kareem Jackson,33.622853,0
OLB,3.841962,5,0.323802,0.342219,0.000229,0.005977,0.005978,0.000367,0.062148,54529,Nik Bonitto,3.841962,0
CB,1.189595,6,0.269278,0.279957,0.001312,0.00072,0.00072,0.0004,0.008532,46407,Chris Lammons,1.189595,0
QB,0.98822,5,0.289583,0.302284,0.000072,0.001936,0.001936,0.000314,0.020472,54727,Brock Purdy,0.98822,0
RB,2.608696,6,0.284605,0.300238,0.000008,0.004267,0.004266,0.000245,0.040954,53623,Elijah Mitchell,2.608696,4
WR,8.465538,5,0.341691,0.368496,0.000596,0.022735,0.022732,0.000843,0.228467,41246,Brandin Cooks,8.465538,7
WR,22.248233,5,0.36597,0.400281,0.003012,0.044825,0.044818,0.001374,0.430516,44852,Curtis Samuel,22.248233,6
WR,1.5936,5,0.329976,0.346494,0.000064,0.006541,0.00654,0.000316,0.063113,46362,Cam Sims,1.5936,7
CB,5.624228,5,0.348101,0.370433,0.000514,0.015704,0.015706,0.000561,0.14927,52458,Jaylon Johnson,5.624228,4
OLB,3.447205,5,0.325238,0.340768,0.000012,0.006594,0.006594,0.000235,0.062874,46290,Matthew Adams,3.447205,4
NT,20.449233,5,0.368157,0.39697,0.002385,0.025468,0.025471,0.000955,0.257079,40347,Mike Purcell,20.449233,0
CB,5.425424,5,0.343061,0.367089,0.000429,0.015542,0.015545,0.000553,0.157724,42393,Ronald Darby,5.425424,0
ILB,22.793758,5,0.345679,0.374177,0.001333,0.021327,0.021329,0.000843,0.218253,46175,Josey Jewell,22.793758,0
DE,18.421203,5,0.365449,0.39789,0.003116,0.028799,0.028804,0.001116,0.294471,47854,Dre'Mont Jones,18.421203,0
CB,12.765686,5,0.368069,0.395931,0.002431,0.025351,0.025354,0.000949,0.255614,42030,K'Waun Williams,12.765686,0
OLB,8.639193,5,0.363894,0.392597,0.003051,0.021911,0.021915,0.000981,0.212762,37087,Robert Quinn,8.639193,0
WR,5.411729,5,0.348337,0.370162,0.000295,0.01795,0.017948,0.000576,0.170437,37139,Randall Cobb,5.411729,4
G,1.335074,5,0.329553,0.346006,0.000045,0.006263,0.006263,0.000272,0.060161,53571,Royce Newman,1.335074,6
C,4.044118,5,0.330472,0.349091,0.000375,0.007852,0.007851,0.000546,0.080587,46224,Scott Quessenberry,4.044118,7
T,3.846539,5,0.330756,0.349372,0.000262,0.008806,0.008804,0.000452,0.089297,47806,Tytus Howard,3.846539,0
FB,0.827175,5,0.31269,0.328626,0.000007,0.003837,0.003837,0.000194,0.038777,55042,Troy Hairston,0.827175,7
T,4.448664,5,0.331183,0.352024,0.000628,0.012896,0.012895,0.000566,0.121823,43447,Brandon Shell,4.448664,5
C,2.559774,5,0.321369,0.338604,0.000157,0.007303,0.007302,0.000385,0.069615,46119,Connor Williams,2.559774,6
WR,1.675621,5,0.315122,0.331245,0.000007,0.005654,0.005653,0.000251,0.054729,42372,Phillip Dorsett,1.675621,7
TE,3.433347,5,0.331754,0.351883,0.000119,0.013109,0.013107,0.000424,0.125491,55157,Peyton Hendershot,3.433347,1
TE,2.64253,5,0.326202,0.34395,0.000065,0.009399,0.009398,0.000359,0.090199,54594,Jake Ferguson,2.64253,1
TE,5.91263,5,0.348969,0.374199,0.000436,0.0247,0.024696,0.000698,0.227971,46111,Mike Gesicki,5.91263,5
TE,2.116331,5,0.321974,0.341234,0.000115,0.007971,0.00797,0.000336,0.079467,52526,Albert Okwuegbunam,2.116331,6
WR,2.039695,5,0.335439,0.353301,0.000102,0.008254,0.008253,0.000337,0.082597,52766,Kendall Hinton,2.039695,7
T,1.286765,5,0.31339,0.328247,0.00006,0.004759,0.004758,0.000286,0.045853,53468,Teven Jenkins,1.286765,7
WR,8.376603,5,0.352,0.377229,0.000979,0.021305,0.021302,0.000782,0.209853,52423,Jerry Jeudy,8.376603,7
WR,12.197176,5,0.351759,0.377641,0.00089,0.027051,0.027047,0.000847,0.267272,46109,Courtland Sutton,12.197176,7
C,3.125,5,0.330827,0.3496,0.000226,0.009868,0.009867,0.000481,0.09654,48159,Sam Mustipher,3.125,7
TE,0.750645,5,0.317853,0.333128,0.000004,0.004271,0.004271,0.000195,0.04322,48683,Joseph Fortson,0.750645,7
G,4.044118,5,0.333839,0.353074,0.000294,0.01127,0.011268,0.000497,0.108224,47827,Elgton Jenkins,4.044118,4
TE,3.087958,5,0.332829,0.352955,0.000099,0.009976,0.009975,0.000385,0.09954,46167,Jordan Akins,3.087958,7
ILB,3.388425,5,0.327799,0.344156,0.000028,0.006615,0.006616,0.00024,0.062397,54781,Jack Sanborn,3.388425,4
OLB,8.266744,5,0.344673,0.370141,0.002194,0.016235,0.016237,0.000802,0.166498,42403,Randy Gregory,8.266744,0
CB,13.425198,5,0.356977,0.38868,0.001442,0.02821,0.028214,0.000942,0.286072,54468,Derek Stingley,13.425198,7
DT,5,5,0.318709,0.335022,0.00002,0.00585,0.00585,0.000243,0.056462,46543,Henry Mondeaux,5,1
OLB,7.976967,5,0.342984,0.365985,0.000283,0.011924,0.011926,0.000404,0.11633,55032,Tomon Fox,7.976967,1
C,1.102941,5,0.304167,0.316104,0.000015,0.002552,0.002551,0.000203,0.024526,53491,Josh Myers,1.102941,6
G,3.819028,5,0.328568,0.348626,0.000196,0.00875,0.008748,0.000451,0.090067,42410,A.J. Cann,3.819028,7
T,2.573529,5,0.327869,0.346115,0.000117,0.007981,0.00798,0.000369,0.081766,43302,Laremy Tunsil,2.573529,0
G,3.492647,5,0.330543,0.350422,0.000237,0.00956,0.009558,0.000502,0.098628,54480,Kenyon Green,3.492647,0
T,5.147059,5,0.339207,0.360249,0.001849,0.012785,0.012783,0.000652,0.125034,41475,Charles Leno,5.147059,6
G,2.941176,5,0.316742,0.334654,0.000111,0.008484,0.008482,0.000374,0.080997,52516,Saahdiq Charles,2.941176,5
DT,1.841183,5,0.309984,0.323701,0.000025,0.003269,0.003269,0.000228,0.032997,46618,Taylor Stallworth,1.841183,0
WR,7.979858,5,0.349682,0.373734,0.000831,0.023612,0.023609,0.00077,0.222046,46705,Allen Lazard,7.979858,4
WR,2.804546,5,0.330259,0.348312,0.000038,0.011032,0.011031,0.00033,0.103488,41230,Sammy Watkins,2.804546,4
TE,0.905385,5,0.318973,0.335195,0.000016,0.006117,0.006117,0.000236,0.058686,54614,Cole Turner,0.905385,4
RB,17.221864,5,0.359813,0.391201,0.003215,0.032252,0.032247,0.001256,0.312863,43722,J.D. McKissic,17.221864,6
WR,2.130529,5,0.327311,0.345433,0.000087,0.008956,0.008955,0.000342,0.082951,46277,Cedrick Wilson,2.130529,4
WR,1.42745,5,0.332973,0.349513,0.000027,0.007697,0.007696,0.000259,0.073394,53687,Dax Milne,1.42745,7
DE,8.427198,5,0.337571,0.360833,0.000373,0.011796,0.011798,0.000526,0.121072,42826,DeShawn Williams,8.427198,0
ILB,19.670293,5,0.369837,0.40145,0.002225,0.033252,0.033257,0.001038,0.333843,52706,Jonas Griffith,19.670293,0
SS,8.431777,5,0.341085,0.365931,0.000413,0.0164,0.016403,0.000562,0.166919,53581,Caden Sterns,8.431777,0
FS,2.831235,5,0.322987,0.339102,0.000028,0.006142,0.006142,0.000239,0.060264,48447,P.J. Locke,2.831235,0
SS,2.084077,5,0.312373,0.328907,0.000017,0.005356,0.005357,0.000214,0.05419,46164,Tarvarius Moore,2.084077,1
TE,3.09758,5,0.335658,0.354719,0.000305,0.010352,0.010351,0.000455,0.097484,47924,Zach Gentry,3.09758,3
RB,7.075918,5,0.327939,0.347359,0.000057,0.010871,0.01087,0.000351,0.099553,42469,Mike Davis,7.075918,5
NT,7.014371,5,0.329271,0.353452,0.000523,0.013809,0.013811,0.000611,0.132829,43455,D.J. Reader,7.014371,3
OLB,4.661717,5,0.323461,0.341234,0.000027,0.008711,0.008712,0.000282,0.079618,46253,Marcell Harris,4.661717,5
TE,1.434381,6,0.316482,0.332825,0.000064,0.005556,0.005556,0.000266,0.05229,54673,Connor Heyward,1.434381,3
CB,5.398792,5,0.334201,0.354221,0.000081,0.013141,0.013142,0.000375,0.120808,38707,Justin Bethel,5.398792,3
SS,2.432351,6,0.305798,0.322013,0.000005,0.005448,0.005448,0.000216,0.050543,43534,Clayton Fejedelem,2.432351,3
SS,0.441446,5,0.298913,0.317121,0.000009,0.005246,0.005246,0.00019,0.048363,54937,Verone McKinley,0.441446,6
SS,13.338723,5,0.371263,0.402749,0.002225,0.038226,0.038233,0.000991,0.364988,47888,Chauncey Gardner-Johnson,13.338723,6
CB,7.710359,5,0.368774,0.397965,0.001572,0.032268,0.032273,0.000864,0.309353,43351,James Bradberry,7.710359,7
ILB,39.147116,5,0.38185,0.417154,0.00409,0.053676,0.053683,0.001452,0.513507,48516,T.J. Edwards,39.147116,6
WR,0.522732,5,0.317199,0.329827,0.000002,0.003698,0.003698,0.000165,0.03511,46542,Keith Kirkwood,0.522732,6
CB,2.660539,5,0.310421,0.329838,0.000095,0.006803,0.006804,0.0003,0.066435,46223,Siran Neal,2.660539,4
FB,1.078134,5,0.314671,0.329253,0.000011,0.004681,0.004681,0.000216,0.043939,43487,Derek Watt,1.078134,3
SS,22.153147,5,0.375885,0.407738,0.002261,0.045245,0.045251,0.001117,0.429716,47974,Marcus Epps,22.153147,6
ILB,34.544747,5,0.37931,0.412554,0.003745,0.049434,0.049441,0.001271,0.472784,46188,Kyzir White,34.544747,6
DT,7.699526,5,0.351358,0.373658,0.000667,0.016363,0.016364,0.000487,0.155143,53502,Milton Williams,7.699526,6
WR,0.911649,5,0.322581,0.339729,0.000014,0.00597,0.00597,0.000214,0.055778,53560,Tylan Wallace,0.911649,5
MLB,3.522225,6,0.288931,0.305714,0.000001,0.00478,0.00478,0.000221,0.04482,48482,Tyrel Dodson,3.522225,3
CB,12.699853,5,0.364929,0.394058,0.001077,0.030617,0.030621,0.000774,0.29093,39984,Darius Slay,12.699853,6
WR,0.777834,5,0.307263,0.324545,0.000002,0.006056,0.006056,0.000214,0.054506,43495,Mike Thomas,0.777834,5
OLB,1.882757,6,0.278884,0.299177,0.000003,0.006905,0.006906,0.000212,0.06248,44842,T.J. Watt,1.882757,5
TE,0.261366,5,0.303688,0.319004,0,0.003866,0.003867,0.000142,0.034615,47835,Drew Sample,0.261366,5
DT,6.533135,5,0.347551,0.369156,0.000267,0.013525,0.013527,0.000379,0.12601,53621,Quinton Bohanna,6.533135,6
RB,0.522732,5,0.30592,0.32105,0.000001,0.004006,0.004006,0.000172,0.036228,53631,Chris Evans,0.522732,5
DE,6.822338,5,0.338685,0.36276,0.000635,0.015918,0.01592,0.00051,0.147066,41363,Brent Urban,6.822338,5
CB,8.166429,5,0.347865,0.374513,0.000612,0.024393,0.024396,0.000622,0.224284,54606,Damarion Williams,8.166429,5
CB,5.342332,5,0.348811,0.373561,0.000302,0.01808,0.018084,0.000397,0.170666,37724,Chris Harris,5.342332,6
MLB,1.649294,5,0.291943,0.310238,0.000006,0.005311,0.005312,0.00021,0.048326,48588,Jordan Kunaszyk,1.649294,5
CB,1.440907,5,0.306834,0.323842,0.000147,0.005595,0.005596,0.000333,0.052933,46114,Josh Jackson,1.440907,0
QB,56.102811,5,0.379497,0.430054,0.020644,0.083338,0.083325,0.003249,0.801166,52461,Jalen Hurts,56.102811,6
T,3.860294,5,0.32906,0.348831,0.000325,0.01088,0.010878,0.000497,0.104383,46302,Jordan Mailata,3.860294,7
C,2.559774,5,0.330614,0.348626,0.000293,0.009067,0.009065,0.000447,0.087247,37266,Jason Kelce,2.559774,5
T,2.941176,5,0.324963,0.341872,0.000152,0.007296,0.007294,0.000368,0.07055,39950,Lane Johnson,2.941176,6
T,0.367647,6,0.271461,0.284978,0,0.002135,0.002134,0.000145,0.019407,47805,Andre Dillard,0.367647,5
T,2.205882,6,0.299728,0.316645,0.00004,0.006276,0.006275,0.000292,0.058341,45024,Conor McDermott,2.205882,3
T,3.125,6,0.323461,0.343745,0.000158,0.012561,0.012559,0.000408,0.115007,44875,Dion Dawkins,3.125,5
G,3.308824,5,0.32319,0.343106,0.000214,0.009466,0.009465,0.000454,0.088779,40124,David Quessenberry,3.308824,5
G,4.595588,5,0.342527,0.363712,0.000753,0.012787,0.012784,0.000635,0.125759,43368,Isaac Seumalo,4.595588,7
